Light,Nitrate,Iron,Phosphate,Temperature,pH,CO2,Population
1785.81,1.58,0.16,0.12,19.54,7.73,6.05,1800.17
1183.0,6.12,0.07,0.13,25.14,7.3,4.09,4442.32
1528.88,5.09,0.07,0.18,28.01,7.04,4.37,3512.84
853.45,5.55,0.09,0.13,16.54,7.89,6.54,4711.79
1041.76,3.06,0.11,0.02,23.17,7.64,7.12,4293.3
1665.51,1.32,0.03,0.19,28.32,7.81,6.05,2636.33
72.94,6.29,0.18,0.19,27.58,7.48,4.23,115.79
1996.83,1.81,0.01,0.17,12.07,7.89,7.43,0.0
570.85,6.03,0.03,0.04,16.23,7.55,8.52,4133.51
750.83,6.05,0.14,0.12,27.58,7.91,4.41,4662.22
1020.93,5.5,0.16,0.18,28.14,7.58,9.19,4554.46
1714.21,3.08,0.17,0.12,14.87,7.03,4.89,2155.83
286.3,4.73,0.02,0.05,11.97,7.34,8.58,1961.09
1853.73,5.79,0.1,0.12,11.95,7.16,7.34,1177.92
948.31,3.69,0.18,0.09,16.53,7.23,4.68,4462.29
255.43,2.62,0.12,0.1,24.37,7.69,6.72,1852.31
998.43,3.65,0.13,0.19,19.05,7.8,5.89,4419.49
1097.27,1.58,0.15,0.15,25.98,7.05,9.24,4942.45
1717.77,5.81,0.12,0.1,14.77,7.33,4.18,2786.79
211.18,4.64,0.01,0.05,13.21,7.59,2.76,1572.41
231.42,1.46,0.01,0.01,13.91,7.9,5.36,2069.92
1512.4,5.44,0.02,0.12,24.46,7.7,4.03,3500.7
1805.81,7.61,0.17,0.14,25.99,7.57,3.9,2143.56
534.15,4.27,0.07,0.03,29.33,7.56,5.1,3859.0
505.43,3.59,0.13,0.14,20.44,7.54,4.79,3352.29
1125.73,6.33,0.09,0.06,26.38,7.48,3.88,4615.52
1867.97,3.07,0.15,0.09,11.38,7.16,9.42,1109.72
1515.81,6.32,0.01,0.2,16.64,7.8,9.37,3993.03
1919.62,4.0,0.18,0.15,20.39,7.03,2.61,339.07
182.08,4.19,0.07,0.03,19.83,7.5,3.97,755.63
461.82,4.1,0.13,0.03,26.61,7.59,5.37,3477.7
185.19,3.07,0.12,0.14,22.15,7.65,2.92,1129.05
774.58,6.97,0.04,0.19,20.42,7.27,7.79,4478.02
1755.22,4.57,0.07,0.14,18.83,7.47,7.85,2352.07
736.91,4.89,0.04,0.19,16.02,7.83,5.4,4261.83
791.3,1.71,0.08,0.06,11.65,7.65,6.97,4833.86
466.15,6.23,0.01,0.12,26.75,7.5,9.83,3587.99
1739.8,3.02,0.15,0.12,16.05,7.6,7.59,2549.02
1117.95,5.65,0.07,0.05,19.6,7.19,9.04,5028.55
687.93,5.72,0.15,0.17,23.25,7.8,9.05,3827.36
851.94,7.99,0.12,0.13,11.67,7.98,9.62,4897.28
1812.69,3.71,0.06,0.05,22.56,7.07,5.08,2074.96
1667.49,3.14,0.03,0.15,12.91,7.21,3.74,2774.4
525.25,2.7,0.15,0.02,22.4,7.81,5.18,3859.69
836.44,5.14,0.09,0.16,26.15,7.84,7.04,4594.93
1633.52,3.22,0.09,0.15,21.23,7.16,5.56,2936.13
938.67,2.99,0.1,0.15,16.57,7.47,2.18,5082.27
1801.45,2.24,0.19,0.01,15.8,7.88,8.42,1834.41
1048.18,6.49,0.02,0.06,27.69,7.21,5.76,4260.68
1128.32,4.73,0.04,0.12,21.77,7.23,5.14,4446.15
419.34,4.6,0.11,0.15,20.37,7.14,7.27,3319.66
1312.8,5.74,0.06,0.08,21.06,7.63,7.37,3855.66
1810.96,5.53,0.08,0.02,20.6,7.49,6.35,1843.98
527.38,6.86,0.04,0.04,28.5,7.52,9.96,3052.47
1758.02,4.08,0.15,0.09,14.83,7.26,4.18,1868.08
1288.56,4.49,0.05,0.15,24.94,7.42,6.11,4786.39
676.37,2.15,0.18,0.02,15.37,7.43,5.26,4116.99
970.94,2.34,0.13,0.13,17.82,7.61,4.66,4356.77
1109.06,2.69,0.07,0.06,21.75,7.76,2.13,4444.41
483.01,6.21,0.1,0.12,17.26,7.67,9.77,3669.49
1392.52,3.18,0.08,0.05,28.03,7.49,9.16,4262.71
1256.32,5.61,0.01,0.07,21.11,7.21,2.22,4917.35
777.84,7.41,0.2,0.1,16.45,7.97,4.23,4432.82
1822.61,7.86,0.19,0.05,18.77,7.08,5.55,1516.7
954.77,2.71,0.05,0.1,27.61,7.2,2.43,4614.53
384.08,1.46,0.09,0.09,27.2,7.53,8.89,2540.05
614.85,5.95,0.08,0.11,26.02,7.7,4.03,3463.11
105.53,4.86,0.09,0.07,24.24,7.04,9.21,916.14
1609.69,6.72,0.03,0.06,22.06,7.95,7.72,3458.33
1526.39,5.05,0.03,0.05,20.08,7.62,3.79,3859.95
392.53,1.09,0.17,0.1,29.08,7.98,8.44,2678.03
1847.84,7.47,0.03,0.02,18.46,7.34,6.1,1767.19
881.67,4.73,0.13,0.17,22.11,7.03,9.41,4511.92
1922.18,4.86,0.12,0.03,21.4,7.79,8.01,1185.04
969.29,4.13,0.02,0.09,21.88,7.5,5.07,4769.83
1014.89,3.52,0.09,0.16,20.46,7.25,9.98,4605.65
1531.29,7.58,0.01,0.06,24.58,7.51,9.36,3391.35
1670.01,7.52,0.04,0.15,22.52,7.1,9.34,2495.74
188.86,6.02,0.08,0.12,24.83,7.24,9.47,1297.26
1026.36,3.48,0.08,0.18,19.95,7.53,3.6,5155.03
1063.57,1.6,0.07,0.13,21.93,7.74,8.27,5153.48
1741.58,7.69,0.05,0.06,28.93,7.44,4.54,1871.19
1955.38,4.73,0.06,0.14,25.12,7.3,3.53,498.71
510.27,6.75,0.11,0.15,26.62,7.4,4.78,3550.04
1423.83,3.84,0.13,0.12,14.82,7.47,6.7,3557.98
796.08,1.89,0.08,0.13,18.07,7.06,9.17,4579.37
1176.2,3.65,0.04,0.14,23.04,7.38,8.73,4695.92
908.33,5.74,0.14,0.01,21.33,7.09,2.67,4366.94
111.12,7.98,0.02,0.17,25.85,7.78,3.81,151.11
1339.94,1.26,0.05,0.18,18.72,7.67,6.25,3938.85
1836.76,6.64,0.18,0.05,28.32,7.71,5.89,1675.1
1899.42,6.2,0.02,0.12,15.49,7.55,8.33,896.83
418.12,5.47,0.05,0.16,16.68,7.17,6.32,3299.84
2009.31,5.39,0.15,0.18,14.2,7.09,8.24,0.0
1664.03,5.61,0.08,0.15,22.36,7.59,8.78,2983.25
1090.03,2.52,0.07,0.06,12.71,7.6,7.08,4411.37
1884.87,2.1,0.1,0.07,17.9,7.81,9.92,956.34
1650.66,2.64,0.12,0.15,15.4,7.63,4.06,3197.43
1677.06,2.8,0.16,0.17,24.22,7.64,8.25,3055.63
762.19,4.27,0.04,0.2,26.07,7.75,9.58,4679.82
1511.63,1.95,0.09,0.11,28.09,7.38,2.31,3806.03
1624.45,3.44,0.03,0.03,27.79,7.84,7.56,2685.21
491.3,3.64,0.08,0.07,10.65,7.77,6.79,3758.77
1150.96,4.99,0.16,0.14,28.59,7.12,2.67,5113.56
242.19,4.08,0.1,0.07,12.57,7.87,6.77,1254.48
867.69,7.77,0.15,0.04,17.35,7.17,9.27,5051.01
1644.2,1.78,0.2,0.05,17.55,7.92,8.98,2697.95
814.63,6.39,0.18,0.06,14.11,7.28,2.4,4600.02
1050.4,3.4,0.04,0.1,20.34,7.79,9.08,4348.53
650.85,5.13,0.06,0.13,22.41,7.78,7.42,4194.1
1729.47,1.36,0.2,0.13,13.41,7.1,8.67,2644.73
982.26,3.91,0.17,0.1,12.26,7.7,3.14,4781.55
372.9,5.95,0.1,0.09,27.94,7.66,4.54,3022.98
1728.53,5.56,0.05,0.15,25.53,7.41,7.06,2717.8
1466.23,7.69,0.11,0.08,29.22,7.28,4.96,3467.64
1911.38,3.44,0.2,0.12,17.42,7.86,3.92,1282.57
1533.92,5.25,0.03,0.07,22.12,7.11,4.86,3211.99
1374.37,6.35,0.05,0.03,29.66,7.49,7.51,4518.68
1517.07,7.5,0.15,0.12,26.44,7.85,2.45,3932.12
880.55,2.98,0.07,0.16,24.68,7.42,3.08,4543.69
1104.23,3.0,0.19,0.03,17.48,7.06,3.82,4838.11
2000.91,1.33,0.16,0.14,20.34,7.37,7.96,0.0
1665.48,5.22,0.2,0.04,29.77,7.17,7.87,3034.54
1403.23,3.29,0.03,0.07,17.36,7.98,2.23,4197.48
180.2,2.22,0.09,0.1,17.3,7.76,9.6,1190.46
893.33,8.0,0.14,0.08,18.49,7.72,7.4,5039.09
1013.19,5.56,0.14,0.04,18.14,7.33,6.41,4795.31
1974.03,2.98,0.14,0.07,21.01,7.1,8.89,260.72
1155.13,6.12,0.11,0.11,21.92,7.33,7.96,5032.91
42.11,3.5,0.13,0.18,26.8,7.57,6.54,18.64
1701.68,4.92,0.12,0.08,15.18,7.99,5.09,2730.05
1520.31,5.1,0.13,0.08,11.22,7.32,4.62,3403.79
1215.96,4.62,0.03,0.17,23.36,7.46,2.32,4629.49
1612.33,4.02,0.04,0.09,25.52,7.28,4.02,3390.04
1369.11,1.33,0.05,0.11,18.11,7.3,8.31,4336.6
1151.54,1.42,0.03,0.16,25.56,7.89,5.62,5050.46
662.1,2.97,0.04,0.06,18.38,7.97,3.16,4570.62
1561.46,4.65,0.16,0.14,27.08,7.95,2.04,3218.01
1086.06,7.68,0.2,0.03,10.96,7.06,7.13,4291.86
1807.95,7.87,0.05,0.09,27.77,7.79,5.31,1750.81
1772.2,2.12,0.16,0.09,25.12,7.32,2.33,1674.05
462.95,4.4,0.08,0.19,13.87,7.07,3.62,3476.02
748.69,7.46,0.13,0.13,22.65,7.5,7.75,4576.4
981.22,7.46,0.12,0.08,14.43,7.35,9.25,4502.16
1781.74,6.68,0.13,0.13,12.48,7.24,2.32,2273.16
198.41,7.65,0.2,0.17,10.71,7.3,6.82,981.69
777.86,5.85,0.11,0.05,16.95,7.27,6.29,4424.82
1900.91,4.52,0.03,0.09,25.93,7.24,4.31,1161.09
1743.66,6.53,0.14,0.06,12.71,7.79,6.37,2647.69
517.61,2.6,0.03,0.16,16.47,7.75,6.99,3896.87
1386.77,7.75,0.09,0.18,12.38,7.16,3.58,3731.39
497.01,4.74,0.13,0.03,23.55,7.31,2.61,3734.08
1709.87,3.19,0.16,0.04,25.84,7.72,2.07,2537.95
1508.33,5.14,0.11,0.04,27.78,7.48,6.64,3391.13
685.75,4.1,0.17,0.19,15.78,7.54,2.23,4609.15
1094.47,6.16,0.1,0.09,19.28,7.32,9.77,4787.71
464.05,6.99,0.08,0.15,23.84,7.43,6.7,2791.97
1971.25,4.3,0.15,0.04,22.29,7.58,3.06,214.14
843.19,5.25,0.03,0.06,12.75,7.18,3.17,4300.48
1769.36,3.08,0.14,0.04,25.25,7.65,3.92,1796.86
259.35,2.7,0.01,0.02,28.61,7.25,8.38,1613.63
594.59,4.34,0.18,0.15,14.43,7.43,5.09,3706.68
398.62,4.08,0.01,0.04,13.48,7.21,7.23,2965.29
694.87,3.77,0.03,0.19,12.83,7.57,2.28,4601.26
1455.42,7.53,0.05,0.04,29.63,7.62,4.32,4306.36
1605.04,6.6,0.05,0.18,20.55,7.39,4.78,3076.74
1517.79,1.02,0.08,0.11,28.93,7.59,3.89,3648.36
1329.6,2.24,0.17,0.12,23.14,7.36,4.14,4230.41
1396.75,5.32,0.13,0.18,18.39,7.69,7.51,3609.26
1866.18,2.12,0.07,0.17,13.97,7.71,6.72,1149.67
1289.92,3.97,0.07,0.12,26.62,7.32,2.96,3980.19
1948.05,2.85,0.19,0.18,18.68,7.92,9.61,171.68
278.55,3.92,0.03,0.08,23.09,7.81,6.94,2315.53
246.7,5.0,0.01,0.05,17.69,7.02,2.97,1500.3
1294.24,6.33,0.02,0.11,25.55,7.18,8.25,4028.41
373.54,6.57,0.19,0.02,24.22,7.49,7.36,2359.61
51.72,6.68,0.1,0.14,14.67,7.33,2.92,33.31
1114.36,2.65,0.03,0.06,19.34,7.71,3.49,5164.61
1594.06,1.85,0.16,0.18,18.75,7.92,4.5,2902.55
512.85,2.51,0.02,0.08,23.04,7.14,5.38,3086.24
1553.12,6.54,0.12,0.13,28.41,7.92,8.64,3799.16
1358.43,6.99,0.07,0.15,13.6,7.78,4.78,4692.31
1743.59,1.72,0.08,0.16,12.89,7.82,8.07,2167.5
1545.01,6.02,0.19,0.14,20.28,7.63,2.27,2950.31
168.08,6.11,0.19,0.1,22.43,7.19,8.72,1576.95
1300.22,1.83,0.16,0.04,12.91,7.71,4.93,4741.76
636.36,1.54,0.18,0.14,20.03,7.17,5.88,3613.82
667.78,4.79,0.02,0.02,24.95,7.39,2.28,3975.49
1784.49,7.59,0.03,0.14,26.37,7.57,4.15,2064.75
794.27,7.99,0.05,0.1,25.5,7.01,5.57,4857.26
1378.72,3.7,0.03,0.19,28.26,7.84,5.24,4326.3
1876.69,1.25,0.09,0.08,17.68,7.78,3.38,1398.89
1763.15,3.93,0.08,0.06,24.35,7.9,7.02,1766.12
857.69,3.54,0.17,0.14,19.91,7.29,3.35,4561.29
390.49,5.36,0.18,0.12,17.34,7.08,7.78,3076.33
647.23,7.02,0.02,0.14,19.84,7.16,2.79,4508.51
1763.98,6.82,0.15,0.14,20.3,7.06,4.36,1881.75
402.65,5.81,0.07,0.13,23.7,7.15,6.03,2538.45
1970.99,5.58,0.14,0.05,25.69,7.32,8.31,198.33
938.82,2.98,0.03,0.2,22.7,7.65,7.12,5007.13
1063.72,1.2,0.08,0.15,13.09,7.33,6.96,5168.85
730.59,3.27,0.15,0.1,16.61,7.26,3.11,4275.66
622.94,6.66,0.17,0.03,29.83,7.99,8.32,4102.38
716.11,7.84,0.07,0.16,15.7,7.66,2.49,3882.78
284.72,6.26,0.05,0.14,20.42,7.13,4.64,1984.5
1176.29,6.8,0.1,0.02,23.62,7.8,7.91,4225.39
1512.35,7.92,0.04,0.16,16.81,7.5,5.07,3475.57
1409.38,5.97,0.13,0.06,14.42,7.73,4.14,3763.28
526.96,4.1,0.17,0.01,13.19,7.33,4.61,3492.94
1348.32,2.72,0.17,0.07,26.57,7.6,6.23,4116.2
104.27,7.19,0.04,0.01,11.68,7.56,9.11,190.0
445.15,2.81,0.08,0.18,18.29,7.36,9.6,2984.72
1572.77,7.71,0.08,0.14,25.93,7.72,7.23,3458.87
1592.01,6.86,0.16,0.03,12.74,7.88,3.46,3253.81
1645.9,2.09,0.01,0.06,21.46,7.81,7.62,2639.52
245.95,3.25,0.18,0.09,17.9,7.45,3.94,1483.85
1658.84,4.02,0.1,0.05,10.76,7.92,6.04,2557.85
1080.77,3.73,0.06,0.02,19.88,7.9,5.76,4752.94
127.41,3.63,0.06,0.16,24.07,7.64,6.91,362.9
1361.96,7.84,0.07,0.14,21.78,7.12,6.45,4454.18
1147.56,4.39,0.01,0.02,10.43,7.48,9.67,4526.69
454.34,6.78,0.03,0.07,28.61,7.84,3.2,3352.51
591.62,3.14,0.19,0.12,11.8,7.12,7.7,3539.84
1315.58,2.54,0.19,0.14,26.61,7.04,5.42,3859.41
105.42,1.11,0.11,0.06,21.02,7.4,3.71,917.71
1211.06,2.61,0.08,0.13,29.27,7.86,6.33,4947.84
166.51,6.03,0.13,0.07,22.86,7.4,9.29,779.94
708.26,7.74,0.1,0.16,24.8,7.72,5.72,3800.35
1126.63,7.03,0.09,0.03,22.85,7.73,6.57,4656.36
546.11,2.03,0.18,0.1,23.68,7.08,7.79,3238.2
1788.16,7.77,0.09,0.11,11.34,7.14,2.09,1659.45
1313.07,1.13,0.04,0.16,24.23,7.06,3.05,4390.71
129.7,1.6,0.11,0.04,26.77,7.53,6.9,1149.63
1707.26,4.5,0.1,0.15,24.94,7.35,6.41,2089.19
49.85,5.16,0.08,0.13,18.33,7.11,6.84,83.61
175.58,7.16,0.03,0.06,27.11,7.11,6.39,1580.58
266.43,5.02,0.06,0.05,20.23,7.51,7.48,1537.83
1921.53,2.7,0.18,0.12,11.91,7.65,2.33,838.29
1673.53,2.89,0.17,0.11,11.31,7.84,8.42,2426.38
1390.68,5.54,0.01,0.04,24.0,7.09,5.61,4037.64
1473.89,7.17,0.14,0.12,26.0,7.36,7.37,3758.84
156.4,4.78,0.17,0.06,24.52,7.4,3.52,978.38
1546.24,4.56,0.06,0.18,17.74,7.92,4.05,3421.89
110.79,4.2,0.17,0.08,13.02,7.0,3.9,696.98
1599.44,6.8,0.13,0.03,17.77,7.03,5.63,3208.51
1972.76,1.81,0.14,0.03,13.26,7.67,2.5,445.14
1837.73,3.38,0.04,0.08,10.17,7.99,2.02,1644.93
916.22,1.85,0.02,0.14,11.74,7.53,4.99,5191.36
1087.72,6.14,0.04,0.1,28.67,7.41,2.17,4396.93
565.65,7.16,0.06,0.19,10.5,7.72,6.35,3940.97
563.21,7.56,0.14,0.14,13.12,7.32,8.78,3647.71
1061.42,7.68,0.1,0.06,25.5,7.32,3.37,5092.95
1994.83,3.39,0.1,0.13,22.26,7.46,5.41,61.44
1599.62,5.68,0.12,0.13,11.12,7.83,4.83,3228.34
131.47,7.09,0.1,0.18,28.3,7.71,6.28,1066.35
715.03,7.18,0.2,0.16,25.43,7.31,5.92,4138.22
1216.54,1.45,0.03,0.2,18.51,7.92,2.01,4605.48
1072.59,4.0,0.09,0.11,18.31,7.79,5.53,4867.3
410.12,4.21,0.12,0.13,14.31,7.33,7.37,2838.57
350.84,2.55,0.11,0.12,22.36,7.65,2.46,2039.48
1569.85,3.83,0.18,0.05,28.03,7.46,7.49,3177.79
632.62,3.26,0.03,0.18,25.43,7.34,7.56,4213.85
585.73,6.28,0.13,0.08,16.34,7.22,5.19,4113.28
1553.03,3.54,0.08,0.09,19.41,7.26,5.63,3034.08
1591.43,7.63,0.04,0.15,24.15,7.79,2.63,3353.96
1864.78,7.39,0.05,0.03,18.65,7.88,7.35,1486.72
781.61,7.27,0.12,0.14,25.71,7.61,8.86,4245.48
326.55,6.06,0.08,0.19,27.77,7.42,6.63,2765.15
1116.44,6.67,0.06,0.05,25.08,7.2,2.33,4479.56
552.14,2.16,0.16,0.15,19.66,7.39,8.84,4080.38
1880.49,5.06,0.08,0.15,17.15,7.76,5.0,808.03
1486.42,1.41,0.04,0.1,29.94,7.23,8.32,4108.11
1131.12,4.62,0.12,0.1,15.27,7.84,2.81,4315.16
988.45,3.88,0.17,0.16,26.96,7.1,8.7,5004.92
301.72,3.07,0.06,0.14,13.9,7.54,7.24,2565.02
278.92,7.51,0.06,0.12,20.85,7.83,5.98,2250.98
757.85,1.79,0.13,0.02,17.85,7.49,5.4,4628.29
1228.44,6.59,0.06,0.01,14.35,7.62,7.61,4722.45
1201.69,7.61,0.14,0.01,12.26,7.23,4.32,4931.62
1847.02,2.26,0.12,0.14,27.34,7.28,7.55,983.03
493.45,7.42,0.15,0.13,10.27,7.1,8.46,3662.76
797.44,3.73,0.02,0.17,11.41,7.64,8.77,4302.57
422.8,2.4,0.04,0.14,14.03,7.99,9.63,3219.94
686.14,7.25,0.15,0.12,23.41,7.17,2.73,4142.0
1294.68,6.59,0.16,0.17,12.57,7.48,6.77,4410.23
1132.86,5.68,0.03,0.14,18.25,7.27,6.29,4251.74
72.39,1.72,0.02,0.12,12.04,7.22,7.33,0.0
1730.9,5.55,0.1,0.09,27.6,7.32,3.5,1975.79
1591.03,2.57,0.19,0.16,28.45,7.17,7.26,3296.7
547.34,6.01,0.04,0.14,13.16,7.78,6.69,3362.65
635.31,7.59,0.1,0.09,20.45,7.96,9.35,3605.53
1610.99,4.62,0.06,0.11,16.31,7.68,2.25,2639.71
1659.11,6.91,0.02,0.04,14.99,7.92,9.4,2668.14
506.41,3.26,0.18,0.13,28.34,7.46,7.65,3173.25
824.18,4.91,0.05,0.03,29.18,7.05,5.5,4452.22
50.67,2.24,0.01,0.11,17.39,7.98,7.54,282.17
205.41,4.98,0.01,0.01,25.53,7.57,2.87,899.82
294.94,5.42,0.03,0.11,11.97,7.16,2.98,2432.6
603.48,5.92,0.17,0.03,14.65,7.06,2.02,3644.31
1042.34,6.93,0.1,0.08,14.01,7.76,7.47,4898.61
176.08,5.74,0.01,0.05,12.19,7.92,7.11,1389.1
1189.66,3.27,0.02,0.12,17.88,7.45,8.54,4705.07
1754.64,1.59,0.19,0.11,10.76,7.48,7.68,1963.42
1134.94,4.59,0.07,0.15,20.85,7.61,8.54,4491.21
1031.96,4.34,0.11,0.07,19.25,7.76,6.72,4892.61
1082.36,3.06,0.03,0.03,10.32,7.71,8.24,4297.24
551.72,5.68,0.03,0.1,23.18,7.05,7.52,3500.73
1519.25,5.79,0.02,0.06,20.39,7.25,4.12,3445.98
902.71,5.65,0.14,0.14,17.74,7.23,3.45,4854.22
858.01,3.54,0.1,0.17,15.29,7.74,5.17,4953.99
476.2,2.71,0.11,0.19,27.86,7.35,5.64,3739.24
652.19,7.4,0.11,0.05,14.89,7.69,6.8,4324.94
223.51,5.21,0.05,0.08,19.66,7.01,8.16,2014.56
960.21,6.97,0.06,0.13,20.41,7.76,3.35,4882.04
451.15,6.48,0.08,0.08,29.93,7.45,4.6,3554.44
445.87,2.8,0.05,0.07,16.55,7.42,4.98,3164.46
687.13,7.84,0.03,0.04,17.58,7.32,6.55,4601.21
1105.58,6.93,0.14,0.19,18.36,7.39,6.36,4925.11
1901.89,1.35,0.1,0.04,28.23,7.99,4.97,1146.03
1408.6,4.15,0.17,0.11,28.37,7.5,8.4,3987.88
1388.56,2.67,0.03,0.03,18.56,7.07,7.77,4536.26
955.25,2.44,0.14,0.01,23.25,7.67,7.18,4490.7
1325.07,2.71,0.18,0.1,15.68,7.02,4.26,4290.35
346.53,5.98,0.17,0.17,18.29,7.95,3.74,2950.9
201.72,3.8,0.1,0.1,10.69,7.41,4.64,1340.71
879.26,2.3,0.07,0.05,21.81,7.96,7.09,4721.33
1709.03,3.46,0.12,0.13,19.04,7.59,4.05,2671.2
1862.03,3.75,0.04,0.1,18.19,7.74,5.84,1027.34
209.99,7.35,0.1,0.05,25.01,7.54,3.52,1583.52
1588.44,5.65,0.11,0.07,22.71,7.79,4.98,3033.32
1435.17,2.8,0.18,0.13,18.94,7.13,9.42,4392.95
602.97,6.74,0.14,0.04,10.16,7.96,3.97,3406.55
534.31,6.58,0.16,0.16,23.52,7.09,8.15,3843.1
984.84,4.89,0.09,0.13,10.76,7.52,6.89,4473.04
1845.91,4.88,0.05,0.02,11.77,7.37,9.84,1069.73
457.42,5.21,0.1,0.18,21.76,7.76,2.17,3299.49
851.88,5.85,0.06,0.07,20.45,7.63,5.18,4401.05
1916.33,7.61,0.19,0.13,25.13,7.46,3.58,514.06
1866.65,5.65,0.14,0.2,29.09,7.8,7.84,724.69
61.73,4.22,0.1,0.03,25.81,7.85,3.01,553.3
280.04,5.37,0.15,0.17,22.69,7.21,4.06,1539.8
82.3,5.18,0.01,0.05,25.87,7.16,6.23,0.0
618.43,2.83,0.02,0.13,28.9,7.19,8.7,3434.49
1260.51,7.85,0.08,0.03,20.41,7.0,9.48,4168.88
139.69,7.03,0.13,0.14,20.76,7.29,3.23,1173.54
297.11,3.51,0.11,0.11,26.24,7.03,5.47,1670.86
767.89,5.85,0.01,0.17,25.12,7.07,5.91,4854.79
1548.91,5.88,0.11,0.13,19.24,7.39,6.34,3194.34
775.1,1.16,0.07,0.05,16.22,7.66,4.09,4304.97
1555.07,4.42,0.03,0.18,21.12,7.8,5.9,3767.62
1308.06,2.33,0.11,0.12,13.15,7.92,2.41,4744.96
1298.81,7.12,0.12,0.15,17.65,7.4,9.24,4672.15
1773.36,2.46,0.13,0.1,28.74,7.99,2.86,2246.96
1529.07,6.64,0.1,0.05,26.8,7.29,3.49,3971.51
755.16,5.16,0.14,0.09,10.99,7.37,5.05,3906.67
1658.96,3.96,0.07,0.09,22.8,7.06,4.54,2923.16
1250.44,6.49,0.15,0.03,22.12,7.41,7.85,4087.56
1462.07,1.36,0.16,0.05,21.84,7.42,4.73,3639.14
699.33,5.44,0.16,0.15,13.09,7.78,9.24,4297.4
1168.05,5.8,0.17,0.19,18.49,7.14,3.59,4746.49
1232.76,7.12,0.16,0.19,13.78,7.64,9.0,4530.41
1583.43,3.85,0.07,0.18,19.72,7.01,3.37,2966.4
1635.65,2.6,0.15,0.19,27.86,7.05,3.67,2817.21
385.61,1.14,0.03,0.04,27.13,7.19,3.27,3026.41
850.89,7.67,0.09,0.12,10.04,7.94,3.29,4907.36
1774.22,1.12,0.12,0.07,16.41,7.61,8.15,2051.12
1532.67,1.08,0.14,0.17,12.28,7.59,3.48,3588.05
1158.07,6.62,0.05,0.08,18.42,7.01,9.11,4885.23
65.72,4.35,0.01,0.01,12.96,7.81,9.32,0.0
752.78,7.34,0.13,0.13,23.82,7.82,8.16,4056.1
1631.28,3.56,0.05,0.02,24.48,7.53,8.95,2539.11
349.2,6.03,0.16,0.15,26.17,7.72,8.24,2964.9
716.03,2.11,0.03,0.05,17.38,7.36,7.9,4110.28
899.91,6.33,0.19,0.19,13.46,7.46,7.0,4672.88
1647.83,2.94,0.03,0.07,29.54,7.19,2.15,2763.46
1915.29,2.9,0.1,0.19,12.97,7.37,5.04,301.4
40.79,7.54,0.19,0.11,24.69,7.85,6.91,0.0
1083.76,1.1,0.13,0.07,20.34,7.34,4.25,4482.72
1741.43,4.28,0.09,0.16,21.08,7.2,6.2,2328.2
1316.33,1.51,0.05,0.1,12.92,7.4,2.56,3880.78
105.68,3.86,0.18,0.11,15.51,7.86,2.37,237.92
873.58,6.84,0.04,0.1,29.91,7.96,7.95,4554.99
1575.45,3.47,0.11,0.1,10.09,7.77,3.22,3479.24
1296.78,5.23,0.03,0.03,26.0,7.14,5.73,4653.29
470.48,7.96,0.18,0.04,16.73,7.25,4.78,3217.39
1208.24,2.14,0.16,0.1,23.48,7.6,3.98,4505.52
1050.21,4.11,0.1,0.13,25.71,7.87,7.85,4679.61
1005.85,4.09,0.13,0.08,27.81,7.79,7.81,5134.67
1335.01,1.01,0.12,0.06,25.01,7.12,8.71,4424.86
1334.43,5.19,0.01,0.09,20.26,7.48,8.61,3979.46
667.73,7.2,0.1,0.11,16.21,7.12,2.2,4327.36
1360.18,5.55,0.05,0.15,24.63,7.16,6.09,4476.86
847.99,3.36,0.05,0.02,18.85,7.28,7.49,4333.5
773.7,3.85,0.04,0.1,13.52,7.06,2.08,4241.21
1364.9,6.35,0.01,0.09,16.84,7.81,3.41,4043.69
726.47,2.29,0.06,0.05,25.95,7.92,4.55,4741.29
526.19,5.81,0.08,0.07,13.87,7.45,9.45,3743.37
1967.1,5.43,0.09,0.12,21.18,7.56,5.74,357.69
158.14,2.99,0.15,0.18,15.72,7.0,6.29,564.9
302.14,4.12,0.12,0.08,28.9,7.09,2.89,2245.75
1256.85,4.7,0.09,0.15,23.4,7.6,2.82,4516.65
1590.28,7.91,0.19,0.18,21.02,7.91,9.32,2890.91
939.27,3.34,0.12,0.09,29.83,7.57,4.68,5111.47
948.46,6.18,0.17,0.07,21.95,7.37,3.4,4338.46
1134.57,5.99,0.13,0.19,15.23,7.43,7.25,5013.47
362.31,3.87,0.15,0.19,13.55,7.53,7.68,2490.5
1034.96,7.45,0.09,0.18,20.6,7.1,7.85,4996.0
937.12,2.32,0.04,0.08,17.26,7.1,5.61,4856.11
318.71,5.01,0.1,0.15,23.83,7.2,7.05,2276.67
901.95,1.41,0.13,0.11,29.49,7.42,4.99,5060.4
578.97,7.66,0.13,0.03,25.47,7.0,3.09,3812.67
272.47,7.95,0.03,0.12,28.79,7.11,7.45,2113.31
818.64,7.64,0.08,0.09,28.37,7.53,6.51,4055.72
1976.63,4.08,0.16,0.14,11.77,7.58,7.06,171.77
262.9,5.06,0.19,0.16,19.64,7.3,8.87,2080.37
1533.28,2.11,0.04,0.02,21.13,7.94,8.59,3460.65
1333.63,5.82,0.18,0.2,11.65,7.99,8.62,4298.41
